Nr. ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Strasse  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  E-Mail ;
749 ; Karla ; Ulrich ; 3.6.1982 ; Birkenweg 124 ; 45549 ; Sprockh�vel ; 02339 / 62473914 ; 0175 / 8166701 ; karla.ulrich@mail.xyz ;
750 ; Gisela ; Fehr ; 23.4.1970 ; Simon-Meister-Str. 78 ; 86929 ; Penzing ; 08191 / 21292818 ; 0169 / 2592294 ; g.fehr@mail.xyz ;
751 ; Bjarne ; Powers ; 21.11.1931 ; Von-Holte-Str. 70 ; 25365 ; Klein Offenseth-Sparrieshoop ; 04121 / 7095352 ; 0174 / 2383482 ; bjarne.powers@mail.xyz ;
752 ; Anja ; Eisele ; 27.11.1922 ; H�lkenbusch 143 ; 49757 ; Lahn ; 04479 / 12814048 ; 0170 / 6251949 ; a.eisele@mail.xyz ;
753 ; Andreas ; Peschke ; 28.9.1999 ; B�ttcherstr. 139 ; 25761 ; Oesterdeichstrich ; 04834 / 53014380 ; 0173 / 8691695 ; andreas.peschke@mail.xyz ;
754 ; Kristof ; Borchert ; 24.12.1973 ; Salzmannstr. 18 ; 54655 ; Kyllburg ; 06563 / 80373349 ; 0160 / 1626237 ; k.borchert@mail.xyz ;
755 ; Leonie ; Shelton ; 17.5.1953 ; P�tterhoek 147 ; 86845 ; Reinhartshofen ; 08203 / 60422301 ; 0153 / 8543390 ; l.shelton@mail.xyz ;
756 ; Gert ; Hammond ; 1.1.1984 ; Skagerrakstr. 165a ; 84533 ; Haiming ; 08678 / 88337849 ; 0152 / 8089635 ; gert.hammond@mail.xyz ;
757 ; Astrid ; Wilson ; 26.3.1981 ; M�nsterstr. 37 ; 54673 ; Bauler ; 06564 / 47077566 ; 0167 / 2342418 ; astrid.wilson@mail.xyz ;
758 ; Linda ; Sandoval ; 4.11.1966 ; Goldregenweg 140 ; 66500 ; Mauschbach ; 06338 / 17296550 ; 0177 / 4882970 ; l.sandoval@mail.xyz ;
759 ; Michelle ; Walker ; 20.4.1968 ; Augustastr. 77 ; 79280 ; Au ; 0761 / 67421553 ; 0175 / 7751079 ; m.walker@mail.xyz ;
760 ; Fenja ; Berg ; 22.11.1953 ; Ostmarkstr. 54 ; 99098 ; Erfurt ; 0361 / 90175554 ; 0177 / 4139964 ; f.berg@mail.xyz ;
761 ; Sven ; Aum�ller ; 22.5.1964 ; Im Stemmen 132 ; 58093 ; Hagen ; 02331 / 44144553 ; 0150 / 4949699 ; s.aumueller@mail.xyz ;
762 ; Justus ; Haupt ; 23.4.1945 ; Mindener Str. 152 ; 99718 ; Greu�en ; 03636 / 16903747 ; 0169 / 1701112 ; j.haupt@mail.xyz ;
763 ; Marlies ; Gardner ; 13.4.1928 ; Baumberger Str. 110 ; 24306 ; Wittmoldt ; 04522 / 31881149 ; 0177 / 7112908 ; m.gardner@mail.xyz ;
764 ; Andre ; K�hler ; 23.4.1938 ; M�nzstr. 107 ; 54636 ; Wi�mannsdorf ; 06561 / 70890635 ; 0158 / 9045277 ; a.kaehler@mail.xyz ;
765 ; Otto ; Funke ; 2.3.1985 ; Speestr. - 142 ; 27624 ; Lintig ; 04745 / 84033298 ; 0176 / 9449419 ; otto.funke@mail.xyz ;
766 ; Sascha ; Tischler ; 26.9.1946 ; Piusstr. 138 ; 52146 ; W�rselen ; 02405 / 68673076 ; 0174 / 8067802 ; sascha.tischler@mail.xyz ;
767 ; Aileen ; Schubert ; 10.8.1935 ; Carossastr. 14 ; 06108 ; Halle ; 0345 / 37322359 ; 0162 / 2045597 ; a.schubert@mail.xyz ;
768 ; Timo ; Sch�ffler ; 1.9.1932 ; An Lyskirchen 136 ; 66646 ; Marpingen ; 06853 / 67157426 ; 0152 / 8233251 ; t.schaeffler@mail.xyz ;
769 ; Kurt ; Arlt ; 5.1.1960 ; Sch�tzenstr. 78 ; 82269 ; Geltendorf ; 08193 / 75484967 ; 0173 / 2683219 ; kurt.arlt@mail.xyz ;
770 ; Patrik ; Lauterbach ; 4.11.1956 ; Salzmannstr. 30a ; 38312 ; Ohrum ; 05334 / 58212108 ; 0155 / 9588956 ; patrik.lauterbach@mail.xyz ;
771 ; Christine ; Sauer ; 14.6.1952 ; Florentine-Eichler-Str. 121 ; 91242 ; Ottensoos ; 09123 / 22592855 ; 0177 / 2644074 ; c.sauer@mail.xyz ;
772 ; Ida ; Classen ; 11.2.1930 ; Rincklakeweg 188 ; 84337 ; Sch�nau ; 08726 / 29033751 ; 0152 / 9648003 ; i.classen@mail.xyz ;
773 ; Lia ; Vega ; 26.7.1973 ; Heisstr. 41 ; 21465 ; Reinbek ; 040 / 8407539 ; 0158 / 9911925 ; lia.vega@mail.xyz ;
774 ; Nicole ; Haberl ; 12.1.1963 ; Lammerbach 134 ; 66503 ; Dellfeld ; 06336 / 75700124 ; 0164 / 2674991 ; nicole.haberl@mail.xyz ;
775 ; Caja ; Br�ck ; 18.7.2000 ; Starweg 121 ; 21256 ; Handeloh ; 04188 / 69540140 ; 0164 / 7233660 ; c.brueck@mail.xyz ;
776 ; Colin ; Warnke ; 21.7.1947 ; Augustastr. 140 ; 54619 ; Leidenborn ; 06559 / 33681902 ; 0154 / 1717437 ; c.warnke@mail.xyz ;
777 ; Kai ; Marks ; 26.5.1992 ; Hermann-Treff-Weg 130 ; 68766 ; Hockenheim ; 06205 / 87075714 ; 0154 / 2223708 ; k.marks@mail.xyz ;
778 ; Matthias ; Pape ; 5.11.1961 ; Augustastr. 38 ; 25491 ; Hetlingen ; 04103 / 62320564 ; 0176 / 8446877 ; matthias.pape@mail.xyz ;
779 ; Brigitte ; Puls ; 19.9.1921 ; Am Burloh 131 ; 66709 ; Weiskirchen ; 06876 / 44384387 ; 0169 / 1140781 ; brigitte.puls@mail.xyz ;
780 ; R�diger ; Brand ; 18.12.1951 ; Klinkkampweg 156 ; 44652 ; Herne ; 02323 / 23618537 ; 0154 / 1398702 ; ruediger.brand@mail.xyz ;
781 ; Julia ; Rauscher ; 6.6.1974 ; B�ttcherstr. 175 ; 92521 ; Schwarzenfeld ; 09435 / 53082271 ; 0164 / 2173441 ; julia.rauscher@mail.xyz ;
782 ; Anica ; Andres ; 14.1.1942 ; R�schhausweg 107a ; 84184 ; Tiefenbach ; 08709 / 33363950 ; 0152 / 1231955 ; a.andres@mail.xyz ;
783 ; Silke ; Aust ; 10.12.1969 ; Nieland 194 ; 74076 ; Heilbronn ; 07131 / 67784745 ; 0171 / 2809433 ; s.aust@mail.xyz ;
784 ; Theo ; Ehlers ; 8.1.1979 ; Carossastr. 5 ; 82541 ; M�nsing ; 08177 / 92646225 ; 0162 / 6985058 ; theo.ehlers@mail.xyz ;
785 ; Lukas ; Martens ; 18.3.1996 ; Immelmannstr. 15 ; 71522 ; Backnang ; 07191 / 95210471 ; 0162 / 2412140 ; lukas.martens@mail.xyz ;
786 ; Jessica ; Hahn ; 10.6.1950 ; Landoisstr. 98 ; 23968 ; Zierow ; 03841 / 44734426 ; 0169 / 8220452 ; jessica.hahn@mail.xyz ;
787 ; Sina ; P�tz ; 3.7.1985 ; Carossastr. 18 ; 89584 ; Ehingen an der Donau ; 07391 / 12077772 ; 0154 / 3929410 ; s.puetz@mail.xyz ;
788 ; Heiko ; Weiler ; 7.3.1939 ; Schiffahrter Damm 108 ; 22964 ; Steinburg ; 04534 / 81855297 ; 0166 / 7240427 ; h.weiler@mail.xyz ;
789 ; Inga ; Schwarzbach ; 2.9.1922 ; Rennbahnstr. 34 ; 35759 ; Driedorf ; 02775 / 97800101 ; 0167 / 4870791 ; inga.schwarzbach@mail.xyz ;
790 ; Janin ; Sch�ler ; 1.2.2000 ; Speestr. - 192a ; 04319 ; Leipzig ; 0341 / 51216675 ; 0154 / 6051276 ; j.schueler@mail.xyz ;
791 ; Mandy ; Barilovic ; 27.12.1927 ; Scheibenstr. 107 ; 86672 ; Thierhaupten ; 08271 / 1534735 ; 0162 / 1406057 ; m.barilovic@mail.xyz ;
792 ; Nils ; Starke ; 28.2.1991 ; Rektoratsweg 162 ; 87674 ; Ruderatshofen ; 08343 / 62879430 ; 0152 / 4353535 ; nils.starke@mail.xyz ;
793 ; Ina ; Marschall ; 14.10.1968 ; An Lyskirchen 1 ; 96178 ; Pommersfelden ; 09548 / 86229203 ; 0178 / 8247665 ; i.marschall@mail.xyz ;
794 ; Siegfried ; Carpenter ; 18.9.1957 ; Hansaring 73 ; 29482 ; K�sten ; 05841 / 65125080 ; 0178 / 8201349 ; siegfried.carpenter@mail.xyz ;
795 ; Justin ; Neuberger ; 28.9.1965 ; Uhuweg 185 ; 78606 ; Seitingen-Oberflacht ; 07464 / 17348447 ; 0168 / 8761280 ; j.neuberger@mail.xyz ;
796 ; Klaus ; B�scher ; 22.1.1946 ; Kempener Str. 18 ; 29379 ; Wittingen ; 05831 / 8792311 ; 0173 / 5347083 ; klaus.buescher@mail.xyz ;
797 ; Leah ; Ackermann ; 28.2.1935 ; Sch�tzenstr. 101 ; 56316 ; Niederhofen ; 02684 / 8378697 ; 0169 / 3518381 ; l.ackermann@mail.xyz ;
798 ; Marten ; Neuber ; 17.2.1968 ; Z�lpicher Str. 172 ; 23562 ; L�beck ; 0451 / 6231393 ; 0166 / 4907620 ; marten.neuber@mail.xyz ;
799 ; Annica ; Roth ; 1.1.1920 ; Methweg 185 ; 74889 ; Sinsheim ; 07261 / 15220347 ; 0154 / 2319625 ; annica.roth@mail.xyz ;
800 ; Rafael ; Schreiner ; 10.7.1937 ; Handorfer Str. 87 ; 37699 ; F�rstenberg ; 05271 / 6333426 ; 0178 / 6494533 ; rafael.schreiner@mail.xyz ;
801 ; Hans ; Bradley ; 16.12.1973 ; Angelstr. 39 ; 06667 ; Markwerben ; 03443 / 70880994 ; 0168 / 4750889 ; h.bradley@mail.xyz ;
802 ; Luisa ; Reis ; 4.11.1942 ; Ringelnatzstr. 109 ; 68526 ; Ladenburg ; 06203 / 98794818 ; 0156 / 8650954 ; luisa.reis@mail.xyz ;
803 ; Gerda ; Ulrich ; 21.9.1983 ; Kanalstr. 128 ; 10961 ; Berlin ; 030 / 14618382 ; 0171 / 3105235 ; g.ulrich@mail.xyz ;
804 ; Tara ; Euler ; 20.4.1970 ; Starweg 161 ; 47574 ; Goch ; 02823 / 25540739 ; 0161 / 6333404 ; tara.euler@mail.xyz ;
805 ; Jonna ; Rehm ; 20.11.1924 ; Gropiusstr. 163 ; 25774 ; Hemme ; 04882 / 8532012 ; 0163 / 1817509 ; jonna.rehm@mail.xyz ;
806 ; Angelina ; Kramer ; 23.9.1994 ; Friedrichstr. 23 ; 66851 ; Linden ; 0631 / 22879949 ; 0155 / 8340100 ; a.kramer@mail.xyz ;
807 ; Jona ; Potter ; 8.6.1965 ; Geiststr. 165 ; 63916 ; Amorbach ; 09373 / 93244172 ; 0174 / 8345304 ; j.potter@mail.xyz ;
808 ; Louise ; Rathmann ; 9.2.1976 ; Am Ziegelofen 79 ; 54668 ; Alsdorf ; 06568 / 54310253 ; 0167 / 4891723 ; louise.rathmann@mail.xyz ;
809 ; Marius ; Karst ; 6.12.1968 ; Wollinstr. 171 ; 98724 ; Neuhaus am Rennweg ; 03679 / 75073142 ; 0160 / 3051912 ; m.karst@mail.xyz ;
810 ; Jessika ; Schwegler ; 6.8.1925 ; Drachterstr. 15 ; 85098 ; Gro�mehring ; 08407 / 59952151 ; 0165 / 7070086 ; j.schwegler@mail.xyz ;
811 ; Rafael ; Obermeier ; 9.9.1988 ; Dahlienweg 80 ; 12357 ; Rudow ; 030 / 74291523 ; 0152 / 9456935 ; r.obermeier@mail.xyz ;
812 ; Sylvia ; Simpson ; 24.9.1929 ; P�tterhoek 49 ; 79843 ; L�ffingen ; 07654 / 80113670 ; 0164 / 6108566 ; sylvia.simpson@mail.xyz ;
813 ; Anneke ; R�hl ; 16.10.1981 ; Elsa-Br�ndstr�m-Weg 3 ; 80809 ; M�nchen ; 089 / 82284634 ; 0158 / 9494524 ; a.ruehl@mail.xyz ;
814 ; Lilian ; Langhans ; 10.1.1947 ; Maximilianstr. 15 ; 87527 ; Sonthofen ; 08321 / 98087506 ; 0168 / 8049405 ; lilian.langhans@mail.xyz ;
815 ; Rudolph ; Reiner ; 12.11.1998 ; Nienkamp 68 ; 30853 ; Langenhagen ; 0511 / 25666636 ; 0174 / 5617779 ; rudolph.reiner@mail.xyz ;
816 ; Alexander ; Imhof ; 24.9.1993 ; G�rlitzer Str. 144 ; 83435 ; Bad Reichenhall ; 08651 / 54988281 ; 0177 / 5352715 ; a.imhof@mail.xyz ;
817 ; Alexander ; B�cker ; 23.7.1921 ; Zur Wiese 72 ; 71577 ; Gro�erlach ; 07903 / 65925955 ; 0165 / 4156803 ; alexander.baecker@mail.xyz ;
818 ; Ricardo ; Runge ; 24.4.1948 ; Dachsleite 196 ; 35329 ; Gem�nden ; 06634 / 73418383 ; 0169 / 8854939 ; r.runge@mail.xyz ;
819 ; Viktor ; Mohr ; 21.9.1983 ; Meinertzstr. 115 ; 29352 ; Adelheidsdorf ; 05085 / 21492705 ; 0150 / 3094686 ; v.mohr@mail.xyz ;
820 ; Niels ; Heidenreich ; 12.4.1950 ; Papenbusch 4 ; 67466 ; Lambrecht ; 06325 / 84183499 ; 0169 / 6000451 ; niels.heidenreich@mail.xyz ;
821 ; Carla ; Wendt ; 5.7.1925 ; Frauenstr. 174 ; 26903 ; Surwold ; 04965 / 18422098 ; 0161 / 9554763 ; c.wendt@mail.xyz ;
822 ; Thorben ; Reid ; 12.8.1947 ; D�sseldorfer Str. 171 ; 39638 ; Gardelegen ; 03907 / 20820276 ; 0166 / 9051625 ; t.reid@mail.xyz ;
823 ; Constantin ; Eich ; 6.11.1954 ; Am Getterbach 68 ; 87538 ; Obermaiselstein ; 08326 / 52930884 ; 0166 / 9033914 ; c.eich@mail.xyz ;
824 ; Riccardo ; Schwegler ; 8.8.1926 ; Schmeddingstr. 123 ; 25715 ; Ramhusen ; 04851 / 94228690 ; 0174 / 7050901 ; r.schwegler@mail.xyz ;
825 ; Giulia ; Odenthal ; 7.5.1948 ; Enschedeweg 200 ; 45144 ; Essen ; 0201 / 98575033 ; 0154 / 2247482 ; g.odenthal@mail.xyz ;
826 ; Caja ; Wolter ; 14.3.1976 ; S�dstr. 88 ; 27624 ; Fl�geln ; 04745 / 46144523 ; 0166 / 7321990 ; c.wolter@mail.xyz ;
827 ; David ; Kessler ; 22.2.1970 ; Schmittingheide 187 ; 54673 ; Sevenig ; 06564 / 92974919 ; 0163 / 6818015 ; d.kessler@mail.xyz ;
828 ; Larissa ; Kunze ; 2.5.1959 ; S�dstr. 90 ; 74547 ; Unterm�nkheim ; 0791 / 32904939 ; 0158 / 2137748 ; l.kunze@mail.xyz ;
829 ; Inge ; Cremer ; 19.3.1999 ; Handorfer Str. 115 ; 29351 ; Eldingen ; 05148 / 24842991 ; 0170 / 5059346 ; inge.cremer@mail.xyz ;
830 ; Alissa ; Heckmann ; 20.11.1970 ; Ostlandstr. 128 ; 12589 ; Treptow-K�penick ; 030 / 64326496 ; 0169 / 5747200 ; alissa.heckmann@mail.xyz ;
831 ; Sinah ; Eibl ; 24.12.1991 ; Idenbrockplatz 66 ; 95111 ; Rehau ; 09283 / 10840258 ; 0175 / 1546063 ; s.eibl@mail.xyz ;
832 ; Ole ; Jordan ; 22.1.1993 ; Marktstr. 14 ; 78266 ; B�singen am Hochrhein ; 07734 / 80251664 ; 0176 / 8110695 ; o.jordan@mail.xyz ;
833 ; Hermann ; Betz ; 12.3.1963 ; W�rthstr. 27 ; 31636 ; Linsburg ; 05027 / 61355365 ; 0155 / 1436940 ; h.betz@mail.xyz ;
834 ; Erich ; Kessler ; 19.10.1928 ; Olpener Str. 132 ; 57586 ; Weitefeld ; 02743 / 39393973 ; 0162 / 1867749 ; erich.kessler@mail.xyz ;
835 ; Nadine ; Holmes ; 12.8.1941 ; Dammstr. 57 ; 25335 ; Elmshorn ; 04121 / 50340296 ; 0176 / 2145677 ; nadine.holmes@mail.xyz ;
836 ; Charlotte ; King ; 25.1.1988 ; Am Bl�tenhain 81 ; 54586 ; Sch�ller ; 06597 / 93658264 ; 0157 / 7335536 ; charlotte.king@mail.xyz ;
837 ; Dana ; Meurer ; 7.7.1995 ; Meesenstiege 93 ; 24220 ; Boksee ; 04342 / 65264068 ; 0178 / 3573806 ; d.meurer@mail.xyz ;
838 ; Matthis ; Lindsey ; 22.1.1929 ; Friesenring 98a ; 70469 ; Stuttgart ; 0711 / 45637110 ; 0175 / 1722529 ; m.lindsey@mail.xyz ;
839 ; Alexander ; Siedler ; 23.6.1999 ; H�lkenbusch 137 ; 27798 ; Hude ; 0421 / 88297418 ; 0166 / 1557934 ; alexander.siedler@mail.xyz ;
840 ; Cornelia ; Dachser ; 7.12.1933 ; Schubertstr. 169 ; 57632 ; Burglahr ; 02685 / 27700819 ; 0154 / 6996067 ; c.dachser@mail.xyz ;
841 ; Anika ; Hofbauer ; 4.6.1960 ; Werkstattstr. 190 ; 25885 ; Ahrenvi�l ; 04843 / 87696041 ; 0150 / 4661451 ; anika.hofbauer@mail.xyz ;
842 ; Carlo ; Tucker ; 24.1.1920 ; Jakobusstr. 12 ; 86751 ; M�nchsdeggingen ; 09088 / 86379172 ; 0179 / 4841351 ; c.tucker@mail.xyz ;
843 ; Leon ; Schaeffer ; 2.7.1968 ; Telgenweg 108 ; 55128 ; Mainz am Rhein ; 06131 / 49255649 ; 0174 / 3823381 ; l.schaeffer@mail.xyz ;
844 ; Heiko ; Carr ; 20.2.1934 ; Buldernweg 73 ; 97450 ; Arnstein ; 09363 / 22766827 ; 0162 / 3875445 ; h.carr@mail.xyz ;
845 ; Linda ; Palmer ; 3.6.1998 ; Drachterstr. 123 ; 88147 ; Achberg ; 08380 / 77846890 ; 0177 / 8333597 ; l.palmer@mail.xyz ;
846 ; Hildegard ; Behrens ; 19.6.1923 ; B�ttcherstr. 110 ; 54597 ; Olzheim ; 06552 / 26085376 ; 0173 / 1766669 ; hildegard.behrens@mail.xyz ;
847 ; Christa ; Barnett ; 8.4.1964 ; H�lsebrockstr. 117 ; 23570 ; L�beck ; 0451 / 97806142 ; 0171 / 5497423 ; c.barnett@mail.xyz ;
848 ; Miguel ; Reuss ; 24.3.1992 ; Kriegerweg 153 ; 94374 ; Schwarzach ; 09962 / 94562302 ; 0162 / 7621123 ; m.reuss@mail.xyz ;
849 ; Werner ; J�ckle ; 13.4.1948 ; Willingrott 124 ; 79677 ; B�llen ; 07673 / 7083198 ; 0176 / 8697444 ; w.jaeckle@mail.xyz ;
850 ; Christine ; Sch�fers ; 13.11.1920 ; Deutz-Kalker Str. 9 ; 96242 ; Sonnefeld ; 09562 / 8330214 ; 0152 / 2698351 ; c.schaefers@mail.xyz ;
851 ; Mila ; B�hler ; 12.1.1933 ; Kurneystr. 152 ; 84544 ; Aschau am Inn ; 08638 / 84909536 ; 0178 / 1689205 ; m.buehler@mail.xyz ;
852 ; Oliver ; Eger ; 12.8.1950 ; Maximilianstr. 6 ; 66706 ; Perl ; 06867 / 57741779 ; 0153 / 7060547 ; oliver.eger@mail.xyz ;
853 ; Mara ; Heger ; 1.4.1972 ; Kappenberger Damm 29 ; 13125 ; Karow ; 030 / 13991831 ; 0172 / 5736959 ; mara.heger@mail.xyz ;
854 ; Lene ; Rack ; 14.1.1954 ; Kochwiesenstr. 68 ; 65388 ; Schlangenbad ; 06129 / 81063086 ; 0177 / 5183732 ; lene.rack@mail.xyz ;
855 ; Noah ; Kr�ber ; 15.6.1996 ; Rennbahnstr. 56 ; 27337 ; Blender ; 04233 / 51265435 ; 0151 / 3550311 ; n.kroeber@mail.xyz ;
856 ; Edith ; Person ; 6.11.1921 ; Am Wigbold 41 ; 23911 ; Ziethen ; 04541 / 41185031 ; 0159 / 9127066 ; e.person@mail.xyz ;
857 ; Carla ; Larson ; 25.1.1934 ; Nei�estr. 42 ; 95195 ; R�slau ; 09238 / 12694524 ; 0166 / 7055258 ; c.larson@mail.xyz ;
858 ; Lion ; Kampe ; 13.6.1937 ; J�gerstr. A 170 ; 37639 ; Bevern ; 05531 / 22824030 ; 0178 / 1345540 ; l.kampe@mail.xyz ;
859 ; Artur ; Bock ; 24.12.1987 ; Stolbergstr. 44 ; 24610 ; Trappenkamp ; 04323 / 78610170 ; 0168 / 8208085 ; artur.bock@mail.xyz ;
860 ; Georg ; Seger ; 26.9.1933 ; Papenbusch 38 ; 48480 ; L�nne ; 05906 / 59594993 ; 0171 / 5597341 ; g.seger@mail.xyz ;
861 ; Willy ; Laskowski ; 27.6.1956 ; Gustav-Tweer-Weg 188 ; 91790 ; Nennslingen ; 09147 / 82178871 ; 0157 / 7975923 ; w.laskowski@mail.xyz ;
862 ; Torben ; Cooper ; 3.12.1966 ; Maximilianstr. 182 ; 57632 ; Sch�rdt ; 02685 / 29665681 ; 0150 / 9841384 ; t.cooper@mail.xyz ;
863 ; Siegfried ; Dopler ; 17.10.1925 ; Simon-Meister-Str. 91 ; 24878 ; Lottorf ; 04621 / 57061009 ; 0157 / 4746038 ; siegfried.dopler@mail.xyz ;
864 ; Nike ; Wilkerson ; 26.10.1938 ; S�dstr. 75a ; 23714 ; Kirchn�chel ; 04381 / 55701962 ; 0158 / 3935215 ; n.wilkerson@mail.xyz ;
865 ; Zo� ; Loos ; 18.12.1969 ; Weseler Str. 74 ; 74182 ; Obersulm ; 07130 / 41231256 ; 0166 / 6489466 ; z.loos@mail.xyz ;
866 ; Enrico ; Sonnenberg ; 13.12.1992 ; Ringelnatzstr. 196 ; 30171 ; Hannover ; 0511 / 71886337 ; 0167 / 1453700 ; e.sonnenberg@mail.xyz ;
867 ; Ute ; Wehrle ; 18.6.1999 ; Am H�rsterfriedhof 74 ; 56820 ; Senheim-Senhals ; 02671 / 38607663 ; 0167 / 5728678 ; ute.wehrle@mail.xyz ;
868 ; Luisa ; M�hl ; 6.7.1984 ; Dreizehnerstr. 136 ; 37170 ; Uslar ; 05571 / 27344012 ; 0156 / 6971898 ; luisa.muehl@mail.xyz ;
869 ; Ingrid ; Nickel ; 28.4.1990 ; Osthuesheide 103 ; 99898 ; Finsterbergen ; 03623 / 30184606 ; 0178 / 5845551 ; i.nickel@mail.xyz ;
870 ; Eric ; Wolfe ; 1.6.1963 ; Marderweg 57a ; 55481 ; Reckershausen ; 06763 / 17880831 ; 0168 / 1197027 ; eric.wolfe@mail.xyz ;
871 ; Smilla ; Powers ; 4.10.1943 ; Norbertstr. 133 ; 83080 ; Oberaudorf ; 08033 / 26781865 ; 0164 / 5373544 ; s.powers@mail.xyz ;
872 ; Jessika ; Weller ; 8.9.1969 ; Baumberger Str. 200 ; 56869 ; Mastershausen ; 06545 / 32915799 ; 0153 / 7434093 ; j.weller@mail.xyz ;
873 ; Nora ; Lewis ; 13.4.1943 ; Herdingstr. 42 ; 63849 ; Leidersbach ; 06028 / 30371560 ; 0155 / 1309717 ; nora.lewis@mail.xyz ;
874 ; Fritz ; Schacht ; 8.8.1926 ; R�schhausweg 198 ; 45659 ; Recklinghausen ; 02361 / 68270902 ; 0178 / 5202082 ; f.schacht@mail.xyz ;
875 ; Thies ; Reimer ; 10.5.1934 ; Breslauer Str. 91 ; 83355 ; Grabenst�tt ; 08661 / 24328025 ; 0177 / 1606794 ; t.reimer@mail.xyz ;
876 ; Caja ; Kehrer ; 12.8.1998 ; B�nkamp 115 ; 56332 ; L�f ; 02605 / 43784344 ; 0172 / 7051458 ; c.kehrer@mail.xyz ;
877 ; Dominic ; Patterson ; 2.12.1924 ; Immelmannstr. 174 ; 76707 ; Hambr�cken ; 07255 / 61922103 ; 0175 / 8040296 ; d.patterson@mail.xyz ;
878 ; Mirco ; Waldmann ; 7.7.1928 ; Marsweg 53 ; 49843 ; Getelo ; 05942 / 33563735 ; 0166 / 9501494 ; mirco.waldmann@mail.xyz ;
879 ; Melvin ; Armbruster ; 1.12.1983 ; Baumberger Str. 47 ; 23911 ; Kittlitz ; 04546 / 67405129 ; 0166 / 4253217 ; melvin.armbruster@mail.xyz ;
880 ; Conner ; Kaczmarek ; 20.12.1959 ; Von-der-Tinnen-Str. 111 ; 57632 ; Peterslahr ; 02685 / 54939113 ; 0163 / 3711073 ; c.kaczmarek@mail.xyz ;
881 ; Leandro ; Conner ; 25.2.1940 ; Marderweg 132 ; 91245 ; Simmelsdorf ; 09155 / 32660292 ; 0163 / 2563415 ; l.conner@mail.xyz ;
882 ; Bastian ; McKenzie ; 15.11.1966 ; Sentmaringer Weg 10 ; 97531 ; Theres ; 09521 / 74659926 ; 0159 / 4741779 ; bastian.mckenzie@mail.xyz ;
883 ; Can ; Busch ; 17.1.1980 ; Hahnenstr. 74 ; 65197 ; Wiesbaden ; 0611 / 59630947 ; 0177 / 4765587 ; c.busch@mail.xyz ;
884 ; Linn ; Kaluza ; 22.6.1994 ; Kleiner Griechenmarkt 62 ; 54636 ; Biersdorf am See ; 06561 / 71799948 ; 0156 / 3671910 ; linn.kaluza@mail.xyz ;
885 ; Stella ; Wilkens ; 1.2.1971 ; Horstmarer Landweg 54 ; 85417 ; Marzling ; 08161 / 95277793 ; 0170 / 1688460 ; stella.wilkens@mail.xyz ;
886 ; Chantall ; Wilde ; 6.3.1948 ; Widdeshover Weg 133 ; 22927 ; Gro�hansdorf ; 04102 / 76837490 ; 0164 / 3763752 ; c.wilde@mail.xyz ;
887 ; Yvonne ; Richards ; 7.3.1953 ; Avendruper Str. 6 ; 04860 ; Zinna ; 03421 / 72490118 ; 0165 / 1929429 ; y.richards@mail.xyz ;
888 ; Daniela ; Gaul ; 14.4.1928 ; Arnheimweg 16 ; 39387 ; Oschersleben ; 03949 / 91115818 ; 0179 / 9273924 ; daniela.gaul@mail.xyz ;
889 ; Giulia ; Warren ; 19.6.1933 ; Raesfeldstr. 96 ; 06528 ; Liedersdorf ; 03464 / 78837379 ; 0165 / 2016387 ; giulia.warren@mail.xyz ;
890 ; Vincent ; Felten ; 5.11.1995 ; Heinrichstr. 16 ; 08412 ; Werdau ; 03761 / 9444385 ; 0176 / 3049021 ; vincent.felten@mail.xyz ;
891 ; Catrin ; Birnenmost ; 22.10.1993 ; R�schhausweg 170 ; 29416 ; Steinitz ; 03901 / 81369773 ; 0151 / 7723612 ; c.birnenmost@mail.xyz ;
892 ; Mia ; Crawford ; 4.2.1968 ; Breslauer Str. 173 ; 92363 ; Breitenbrunn ; 09495 / 83177148 ; 0176 / 1781028 ; mia.crawford@mail.xyz ;
893 ; Joschua ; Steinert ; 8.11.1984 ; Kappenberger Damm 139 ; 97295 ; Waldbrunn ; 09306 / 77173200 ; 0167 / 2472602 ; j.steinert@mail.xyz ;
894 ; Claudia ; Konrad ; 20.11.1926 ; Oberschlesier Str. 84 ; 54578 ; Kerpen ; 06593 / 5137972 ; 0165 / 4499222 ; claudia.konrad@mail.xyz ;
895 ; Mattis ; Sandmann ; 15.10.1920 ; Teutonenstr. 160 ; 80637 ; M�nchen ; 089 / 18569720 ; 0173 / 7198779 ; m.sandmann@mail.xyz ;
896 ; Kyra ; Gerth ; 15.10.1995 ; Am Burloh 146 ; 55546 ; Pfaffen-Schwabenheim ; 0671 / 6175686 ; 0179 / 6276400 ; kyra.gerth@mail.xyz ;
897 ; Elke ; Eckhardt ; 20.2.1956 ; Augustastr. 12 ; 76773 ; Kuhardt ; 07272 / 11151908 ; 0171 / 8591813 ; elke.eckhardt@mail.xyz ;
898 ; Mohamed ; Techem ; 3.11.1924 ; D�esbergweg 133 ; 71638 ; Ludwigsburg ; 07141 / 33406140 ; 0151 / 3289366 ; mohamed.techem@mail.xyz ;
